timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility,source_file,elapsed_minutes,confidence_rolling_mean,confidence_rolling_std,utility_rolling_mean,utility_rolling_std,model_processing_time_rolling_mean,model_processing_time_rolling_std,cpu_rolling_mean,cpu_rolling_std
2025-10-19 23:37:11.699012,1,0.6206973095734915,yolov5s,7.7,6,2.026823043823242,4.155160188674927,2.0300331115722656,-15.655087858015976,exported-data-metrics_NAIVE_baseline.csv,0.0,0.6206973095734915,,-15.655087858015976,,2.026823043823242,,7.7,
2025-10-19 23:37:11.835385,2,0.8854534029960632,yolov5s,53.8,2,0.108680248260498,4.069831371307373,2.1664247512817383,-14.963688104399296,exported-data-metrics_NAIVE_baseline.csv,0.0022728833333333334,0.7530753562847774,0.18721082901955957,-15.309387981207635,0.4888934542930625,1.0677516460418701,1.3563317780265378,30.75,32.59762261269984
2025-10-19 23:37:11.954932,3,0.6014896829922994,yolov5s,51.2,3,0.0932023525238037,3.880009651184082,2.28597092628479,-14.298544172894257,exported-data-metrics_NAIVE_baseline.csv,0.004265333333333333,0.7025467985206181,0.1586926359358661,-14.972440045103177,0.6783141895614935,0.742901881535848,1.1119352744387458,37.56666666666667,25.897940716074963
2025-10-19 23:37:12.098701,4,0.5640431791543961,yolov5s,48.2,10,0.0966513156890869,3.7609145641326895,2.4297404289245605,-13.74051583695004,exported-data-metrics_NAIVE_baseline.csv,0.006661483333333333,0.6679208936790626,0.1469173745496701,-14.664458993064892,0.8283413588805497,0.5813392400741577,0.9636787076052684,40.225,21.80372674567355
2025-10-19 23:37:12.586337,5,0.5876516948143641,yolov5s,58.4,6,0.4528577327728271,3.9641613960266113,2.9173717498779297,-14.733140464526535,exported-data-metrics_NAIVE_baseline.csv,0.01478875,0.6518670539061229,0.13220122944096302,-14.678195287357221,0.7180219244761848,0.5556429386138916,0.8365458673393258,43.86,20.557674965812648
2025-10-19 23:37:12.928877,6,0.6217461377382278,yolov5s,68.2,2,0.315774917602539,4.01317310333252,3.259896993637085,-14.94410431307392,exported-data-metrics_NAIVE_baseline.csv,0.02049775,0.6468469012114737,0.11888205773381984,-14.722513458310004,0.6513286335502133,0.5156649351119995,0.7546102537826977,47.916666666666664,20.900566180528863
2025-10-19 23:37:13.090471,7,0.5103908429543177,yolov5s,58.6,6,0.1403124332427978,3.891977071762085,3.4215123653411865,-14.449480055985209,exported-data-metrics_NAIVE_baseline.csv,0.023190983333333335,0.6273531786033085,0.12015610508996764,-14.683508686549319,0.6034681126146699,0.462043149130685,0.7033189893529377,49.44285714285714,19.502124426401792
2025-10-19 23:37:13.497139,8,0.7975265979766846,yolov5s,58.9,1,0.3579492568969726,4.032276153564453,3.828171491622925,-14.863839008479976,exported-data-metrics_NAIVE_baseline.csv,0.029968783333333335,0.6486248560249805,0.12647080754123324,-14.706049976790652,0.5623289231323011,0.4490314126014709,0.6521860712586931,50.625,18.362442258977588
2025-10-19 23:37:14.142856,9,0.8802368442217509,yolov5s,62.0,3,0.5937004089355469,4.397574186325073,4.47389554977417,-16.607617099549675,exported-data-metrics_NAIVE_baseline.csv,0.04073073333333333,0.6743595213801773,0.1412655797553348,-14.917335212652764,0.8236869239019297,0.4651057455274794,0.6119671520694664,51.888888888888886,17.59001452845083
2025-10-19 23:37:14.726045,10,0.7407139127071087,yolov5s,60.7,13,0.5441720485687256,4.704343318939209,5.057077646255493,-18.280984160290867,exported-data-metrics_NAIVE_baseline.csv,0.05045055,0.6809949605128705,0.13482924464852145,-15.253700107416574,1.3170000425001434,0.473012375831604,0.5775096626363403,52.77,16.816463493982457
2025-10-19 23:37:14.838221,11,0.8374231060345968,yolov5s,63.1,6,0.0969130992889404,4.528421878814697,5.169261932373047,-17.304668645947142,exported-data-metrics_NAIVE_baseline.csv,0.05232015,0.6952157010148455,0.1363288551844819,-15.440151792737536,1.3940755866523642,0.4388215325095437,0.5594862114764904,53.709090909090904,16.254688834022918
2025-10-19 23:37:14.966810,12,0.8663100004196167,yolov5s,50.5,1,0.0911257266998291,4.373435974121094,5.297848701477051,-16.50085300302285,exported-data-metrics_NAIVE_baseline.csv,0.0544633,0.7094735592985765,0.13905178517825534,-15.528543560261312,1.3640113707773962,0.4098468820254008,0.5428097119494161,53.44166666666666,15.525899671389764
2025-10-19 23:37:15.127793,13,0.8520374894142151,yolov5s,58.4,3,0.1358544826507568,4.251622200012207,5.458806276321411,-15.906057252552078,exported-data-metrics_NAIVE_baseline.csv,0.05714635,0.720440015461318,0.1388795766284205,-15.557583075052909,1.3101320222635975,0.38877054361196667,0.525227196525135,53.823076923076925,14.928393184697518
2025-10-19 23:37:15.352270,14,0.7403740882873535,yolov5s,56.0,1,0.1905407905578613,4.201989650726318,5.68330717086792,-15.769558155411996,exported-data-metrics_NAIVE_baseline.csv,0.06088763333333334,0.7218638778060348,0.13353749848973037,-15.572724152221415,1.2600083910822477,0.3746112755366734,0.5073954263171062,53.978571428571435,14.354531772843815
2025-10-19 23:37:15.492865,15,0.7029590904712677,yolov5s,49.3,3,0.1012065410614013,4.065593004226685,5.823905944824219,-15.124990602712463,exported-data-metrics_NAIVE_baseline.csv,0.06323088333333333,0.7206035586503836,0.12877249885420658,-15.542875248920819,1.2196655240768126,0.35638429323832194,0.49400826684780874,53.666666666666664,13.885021048734844
