model_name,confidence,utility,model_processing_time,cpu
yolov5l,0.763823160189863,-446.158488002096,0.5434836264579527,59.99032258064516
yolov5m,0.7490720470997345,-2.777889781765256,0.36939241726305233,56.720055865921786
yolov5n,0.6697085666700999,-1512.2478350995696,0.1410000652338996,53.507387083157454
yolov5s,0.7245304536533899,-34.479659177441384,0.18855296964965648,56.1723880597015
