model_name,confidence,utility,model_processing_time,cpu
yolov5l,0.7828859513795107,-21.322333763750727,0.591728028384122,53.18727272727273
yolov5m,0.752392131645179,-645.8155261514046,0.3262410537790488,51.2716694772344
yolov5n,0.669630662085689,-1576.9420241329092,0.1539360221537316,47.997671728127266
yolov5s,0.7190087151950615,-1262.839055151494,0.2195459993359946,48.23879497182488
yolov5x,0.7770090008651147,-1012.8247470190221,0.7834701390229455,54.201550387596896
